respondent_id,h1n1_vaccine,seasonal_vaccine
33790,0.15968615,0.19355643
33791,0.12409443,0.24219231
33792,0.068927415,0.10446599
33793,0.2982837,0.58660096
33794,0.16404246,0.21914859
33795,0.42137322,0.82053137
33796,0.35752293,0.52357644
33797,0.2603124,0.5703758
33798,0.15238032,0.67526007
33799,0.24847215,0.7473591
33800,0.22184259,0.40350237
33801,0.15954734,0.7346703
33802,0.18077308,0.33842042
33803,0.24410465,0.70320827
33804,0.1488366,0.29041272
33805,0.5302474,0.7995795
33806,0.10448645,0.15854916
33807,0.20430703,0.72039163
33808,0.15433319,0.29034096
33809,0.119719274,0.12846728
33810,0.21971567,0.3176817
33811,0.17474334,0.28407088
33812,0.063013375,0.16172831
33813,0.33227435,0.40894815
33814,0.13605028,0.2381684
33815,0.2853448,0.7538491
33816,0.23303851,0.5792885
33817,0.20150496,0.32792813
33818,0.4388974,0.6859059
33819,0.56243867,0.76640743
33820,0.10743576,0.25354013
33821,0.3954209,0.8220592
33822,0.1823133,0.6089218
33823,0.12251591,0.19360666
33824,0.17564753,0.36116818
33825,0.20764878,0.5571011
33826,0.17449334,0.4622113
33827,0.17816955,0.29717427
33828,0.32714114,0.54395694
33829,0.38215393,0.66599333
33830,0.2602212,0.56244946
33831,0.34756854,0.73809797
33832,0.3830618,0.66287625
33833,0.12097421,0.5097801
33834,0.060457934,0.11482361
33835,0.10041201,0.14758933
33836,0.0749098,0.14717168
33837,0.13275124,0.4184546
33838,0.09927966,0.3396846
33839,0.12678558,0.1839794
33840,0.13176072,0.20596682
33841,0.4078628,0.68919617
33842,0.14628188,0.17818838
33843,0.12888865,0.2609473
33844,0.17214905,0.3144306
33845,0.32004824,0.69173706
33846,0.13323635,0.30872202
33847,0.2382764,0.5119876
33848,0.12049172,0.39312658
33849,0.14648685,0.18315755
33850,0.13709442,0.19589417
33851,0.105353646,0.45173597
33852,0.32254997,0.57637733
33853,0.13730328,0.7607397
33854,0.052169427,0.07739465
33855,0.31517786,0.84525365
33856,0.098299734,0.27290812
33857,0.14455506,0.67546713
33858,0.18839979,0.51704305
33859,0.17231178,0.45149407
33860,0.16660254,0.18840612
33861,0.2010665,0.39330384
33862,0.15183355,0.6852029
33863,0.10455871,0.24178186
33864,0.28101858,0.8717784
33865,0.098447636,0.1979177
33866,0.3032782,0.52746046
33867,0.24006382,0.27651927
33868,0.14763473,0.4372314
33869,0.086012825,0.12526706
33870,0.13946453,0.37540722
33871,0.19005065,0.731048
33872,0.27492195,0.64545316
33873,0.09938603,0.23822139
33874,0.20282874,0.3407174
33875,0.48243707,0.80983496
33876,0.11070855,0.13095103
33877,0.35143408,0.70756245
33878,0.29422915,0.5592009
33879,0.13101444,0.24464595
33880,0.13678946,0.20051844
33881,0.080818444,0.36059335
33882,0.17140211,0.41162315
33883,0.18378198,0.29225326
33884,0.19597904,0.35929406
33885,0.24751012,0.6126703
33886,0.18486518,0.44360298
33887,0.19767925,0.27619356
33888,0.22440907,0.48179933
33889,0.19714972,0.5757814
33890,0.20077495,0.40439683
33891,0.29492688,0.89208186
33892,0.38893652,0.8130618
33893,0.17485388,0.37154642
33894,0.5136656,0.85332626
33895,0.16926111,0.21753256
33896,0.24271546,0.78022563
33897,0.13489097,0.25100344
33898,0.1812943,0.430605
33899,0.18247573,0.31154966
33900,0.14074166,0.21954961
33901,0.12954856,0.25596055
33902,0.17005607,0.6858219
33903,0.16141002,0.16917259
33904,0.24602324,0.79694486
33905,0.16523708,0.34063098
33906,0.3333816,0.41997272
33907,0.1939658,0.57887137
33908,0.11844047,0.28574502
33909,0.18531267,0.8328218
33910,0.37826863,0.5387649
33911,0.26773155,0.5059337
33912,0.14569393,0.17181168
33913,0.31201324,0.7212491
33914,0.14760737,0.38051197
33915,0.525853,0.87172484
33916,0.4061995,0.6626857
33917,0.095729075,0.1928322
33918,0.18580858,0.2899022
33919,0.16010839,0.28440732
33920,0.48584262,0.7033005
33921,0.2210094,0.5018599
33922,0.28026426,0.60013807
33923,0.25147113,0.62982404
33924,0.13325606,0.4920289
33925,0.16548857,0.28163913
33926,0.125184,0.61577165
33927,0.31420526,0.65569085
33928,0.13571684,0.17614692
33929,0.12056282,0.133658
33930,0.3147772,0.69089466
33931,0.16895291,0.48818654
33932,0.23816457,0.2248578
33933,0.45809618,0.71791476
33934,0.3486073,0.8286376
33935,0.15509178,0.45943138
33936,0.20793155,0.688787
33937,0.21105339,0.44532898
33938,0.41132554,0.81515074
33939,0.49662778,0.78357106
33940,0.13779664,0.11026186
33941,0.16399987,0.2713363
33942,0.15323886,0.28731236
33943,0.2321429,0.5684369
33944,0.12228205,0.15431143
33945,0.2397717,0.69348305
33946,0.17818682,0.7528876
33947,0.19350629,0.47853613
33948,0.17674637,0.36367586
33949,0.46455464,0.7841486
33950,0.10399508,0.2008422
33951,0.24179527,0.6050659
33952,0.09264766,0.17325999
33953,0.13476017,0.45648083
33954,0.49950224,0.839305
33955,0.4618842,0.7254142
33956,0.097152345,0.28341845
33957,0.1709782,0.4471294
33958,0.13059087,0.15984204
33959,0.2912146,0.60287434
33960,0.16764827,0.25545317
33961,0.08833009,0.14461882
33962,0.30868968,0.8083371
33963,0.06185671,0.13419482
33964,0.11365124,0.3951681
33965,0.42911652,0.81536084
33966,0.3405498,0.5451281
33967,0.19019035,0.39472112
33968,0.2864011,0.56809664
33969,0.24143438,0.5641227
33970,0.1942758,0.528529
33971,0.19260941,0.47941962
33972,0.21494538,0.64263374
33973,0.155282,0.23202093
33974,0.079097226,0.16418403
33975,0.14287852,0.21816503
33976,0.26843974,0.3609963
33977,0.19701412,0.38321874
33978,0.16571161,0.36201096
33979,0.16374838,0.32558382
33980,0.12424791,0.19231233
33981,0.28841165,0.68125397
33982,0.1914653,0.5040384
33983,0.4399993,0.6288647
33984,0.16670981,0.30579606
33985,0.11427792,0.17459233
33986,0.17710048,0.3621081
33987,0.1608047,0.4384094
33988,0.2857166,0.545861
33989,0.14577706,0.27114925
33990,0.2228109,0.8446815
33991,0.07021801,0.08680351
33992,0.16070893,0.33016777
33993,0.118119664,0.18148981
33994,0.17137448,0.30573583
33995,0.2584658,0.5293417
33996,0.22891897,0.65845686
33997,0.2429873,0.7516162
33998,0.22357963,0.35409352
33999,0.33152744,0.5373282
34000,0.18194808,0.7539116
34001,0.35788897,0.48120412
34002,0.20162207,0.7717975
34003,0.18169361,0.33678746
34004,0.51317984,0.8514267
34005,0.15505245,0.29834217
34006,0.14350863,0.27857596
34007,0.21695523,0.3689105
34008,0.2413623,0.69541174
34009,0.13048187,0.38836694
34010,0.19157067,0.31686774
34011,0.37288252,0.82011443
34012,0.26594478,0.48693764
34013,0.08933866,0.17712605
34014,0.3112034,0.7937835
34015,0.094370306,0.15988688
34016,0.17110826,0.3553814
34017,0.1041861,0.39472905
34018,0.32875374,0.33588588
34019,0.26043305,0.5574979
34020,0.1320833,0.54055333
34021,0.22636594,0.4342503
34022,0.29732633,0.8099527
34023,0.26807854,0.70850855
34024,0.07719773,0.12813969
34025,0.10362182,0.37795419
34026,0.14362584,0.5580777
34027,0.21277812,0.3521495
34028,0.23717274,0.47992393
34029,0.22286491,0.7402203
34030,0.16833538,0.43790278
34031,0.12767464,0.5277564
34032,0.35818213,0.68059826
34033,0.47261,0.8129633
34034,0.16421604,0.2939715
34035,0.35334265,0.80027777
34036,0.2999956,0.6578468
34037,0.21642107,0.56770295
34038,0.103213444,0.2082551
34039,0.2644171,0.7496846
34040,0.22751234,0.43214607
34041,0.22715877,0.636589
34042,0.45962718,0.91189307
34043,0.37274593,0.75851375
34044,0.100680344,0.316587
34045,0.07620241,0.21488096
34046,0.10155854,0.2548731
34047,0.23886223,0.7309223
34048,0.20130897,0.56471103
34049,0.07199506,0.19604549
34050,0.24084553,0.43077067
34051,0.20088667,0.26789367
34052,0.17705606,0.36896536
34053,0.22330998,0.3767771
34054,0.27387208,0.26441842
34055,0.17873351,0.30270556
34056,0.27074525,0.84759414
34057,0.3751241,0.7228286
34058,0.1535409,0.34495288
34059,0.45743984,0.7309694
34060,0.21876745,0.6289599
34061,0.3312263,0.48046643
34062,0.10644457,0.5673827
34063,0.41774115,0.46352515
34064,0.26907486,0.67446434
34065,0.1834654,0.36320928
34066,0.18320014,0.41027522
34067,0.3233253,0.53948087
34068,0.07213593,0.102457285
34069,0.12891191,0.27014983
34070,0.15418872,0.2844372
34071,0.23630789,0.866232
34072,0.25722826,0.444684
34073,0.46346372,0.32136977
34074,0.20238185,0.8386587
34075,0.26112634,0.59992003
34076,0.17051077,0.31817955
34077,0.44468924,0.90690666
34078,0.123412974,0.25768217
34079,0.31370643,0.50687474
34080,0.15934907,0.19495735
34081,0.26426503,0.6269626
34082,0.23340508,0.1432863
34083,0.17285928,0.5154772
34084,0.1677041,0.39194563
34085,0.19168578,0.7731026
34086,0.15272754,0.30560783
34087,0.3577791,0.6427678
34088,0.13297684,0.21560177
34089,0.18274884,0.43733096
34090,0.20233017,0.16968206
34091,0.18912278,0.4968345
34092,0.20241225,0.32301295
34093,0.1729649,0.47256234
34094,0.32221797,0.57458466
34095,0.15329269,0.26520622
34096,0.15919109,0.08658801
34097,0.19022144,0.7069281
34098,0.14653428,0.21651088
34099,0.14913881,0.2365863
34100,0.2658518,0.38166282
34101,0.13822368,0.3733041
34102,0.11618839,0.19197412
34103,0.10940762,0.17806338
34104,0.10241122,0.14496176
34105,0.10070387,0.610504
34106,0.23679201,0.45257583
34107,0.2953667,0.6989924
34108,0.16316316,0.2110345
34109,0.16631119,0.31532335
34110,0.12683451,0.10629241
34111,0.09537589,0.15089023
34112,0.24425162,0.37870082
34113,0.2888868,0.50991297
34114,0.052603338,0.077583134
34115,0.109529756,0.19854899
34116,0.35098317,0.5759094
34117,0.25415638,0.53228074
34118,0.16175291,0.2775932
34119,0.11129649,0.10728131
34120,0.07980155,0.1659882
34121,0.15264253,0.3974915
34122,0.4249983,0.7338128
34123,0.16288663,0.3077031
34124,0.3631293,0.72399735
34125,0.13475257,0.21061833
34126,0.18929023,0.36474603
34127,0.14623123,0.63285625
34128,0.223105,0.39352593
34129,0.1777895,0.40459916
34130,0.2675242,0.75365347
34131,0.23127651,0.86665946
34132,0.1728914,0.3087415
34133,0.16097553,0.4859186
34134,0.280739,0.7076203
34135,0.3090356,0.7112068
34136,0.18757938,0.48645163
34137,0.24896385,0.49371698
34138,0.45901155,0.6306783
34139,0.13616133,0.47989985
34140,0.226021,0.42752236
34141,0.29550213,0.6782986
34142,0.29758117,0.5356513
34143,0.12859493,0.52228487
34144,0.47314385,0.7843303
34145,0.3118044,0.54944086
34146,0.4759047,0.76154774
34147,0.15855163,0.2508609
34148,0.3160177,0.75648946
34149,0.20990695,0.66339695
34150,0.2331629,0.86956054
34151,0.16436355,0.45953935
34152,0.18472919,0.6672022
34153,0.25044167,0.6130362
34154,0.16659828,0.32127798
34155,0.101364076,0.23408854
34156,0.13202402,0.28886554
34157,0.1858334,0.35535976
34158,0.21683411,0.6384739
34159,0.23523495,0.7470924
34160,0.12489046,0.1406039
34161,0.30054376,0.55445796
34162,0.17476344,0.32416221
34163,0.12991893,0.44238335
34164,0.15806948,0.2996453
34165,0.27362493,0.8082401
34166,0.28376126,0.55930156
34167,0.3210213,0.6085768
34168,0.17401752,0.28597593
34169,0.2049923,0.35484204
34170,0.31371194,0.6423497
34171,0.1411491,0.31226394
34172,0.14868985,0.35863975
34173,0.09846727,0.23308563
34174,0.122916475,0.39397922
34175,0.27310556,0.39271286
34176,0.21661854,0.2660456
34177,0.20406891,0.45194697
34178,0.13934529,0.19186622
34179,0.19626144,0.5111485
34180,0.1442401,0.18259087
34181,0.22328793,0.6121732
34182,0.20710802,0.42370635
34183,0.08240219,0.19063024
34184,0.19397992,0.5165014
34185,0.14577802,0.44757345
34186,0.15231656,0.28184247
34187,0.23185243,0.71430296
34188,0.19683316,0.3610161
34189,0.20080657,0.72415555
34190,0.18056563,0.3105253
34191,0.1676316,0.3077787
34192,0.39269468,0.85298187
34193,0.18964632,0.70899785
34194,0.15827881,0.23971583
34195,0.5558723,0.8185184
34196,0.09533906,0.15697071
34197,0.5163069,0.7390717
34198,0.20965604,0.48605463
34199,0.18587892,0.84976465
34200,0.2789498,0.59046346
34201,0.21113066,0.74332184
34202,0.16410139,0.6941532
34203,0.1560859,0.45597592
34204,0.24239914,0.77079153
34205,0.32957202,0.6930371
34206,0.1429582,0.36829942
34207,0.15519877,0.30955327
34208,0.16725565,0.34260726
34209,0.21907847,0.35172966
34210,0.37915966,0.69998246
34211,0.260651,0.36492085
34212,0.10093365,0.32700008
34213,0.3137186,0.75588876
34214,0.2738291,0.7431096
34215,0.15908553,0.25560987
34216,0.31582427,0.8894001
34217,0.22105621,0.6802732
34218,0.18988156,0.6683337
34219,0.23650503,0.64888626
34220,0.26561442,0.7695156
34221,0.28701553,0.8162161
34222,0.33045423,0.55900395
34223,0.22593029,0.8174939
34224,0.2051769,0.5446802
34225,0.19225332,0.65269697
34226,0.06668694,0.16684343
34227,0.07449529,0.21611768
34228,0.069333054,0.13357516
34229,0.12210183,0.55370563
34230,0.12017347,0.4490618
34231,0.20526052,0.49198034
34232,0.18551457,0.8532486
34233,0.14768045,0.2696044
34234,0.36833748,0.8017911
34235,0.271501,0.51596624
34236,0.1480884,0.2976085
34237,0.19395857,0.34876522
34238,0.09967703,0.26606637
34239,0.1705508,0.4881406
34240,0.11723984,0.110364944
34241,0.31226343,0.66167307
34242,0.18771261,0.2449957
34243,0.09831344,0.265242
34244,0.27029568,0.77863395
34245,0.47159797,0.8013936
34246,0.20881924,0.6939294
34247,0.12510613,0.114799246
34248,0.19094683,0.7970541
34249,0.13599107,0.16795453
34250,0.27791727,0.6025026
34251,0.16591297,0.28187677
34252,0.46411395,0.73783827
34253,0.13296244,0.15249887
34254,0.28165329,0.51766366
34255,0.21036048,0.36045626
34256,0.1862114,0.42893934
34257,0.15930842,0.3440419
34258,0.1397831,0.39896426
34259,0.09025166,0.19110374
34260,0.18077995,0.27354336
34261,0.1354417,0.17901681
34262,0.49859795,0.7813229
34263,0.20153627,0.14726645
34264,0.17465776,0.28292456
34265,0.13519181,0.17213282
34266,0.38029072,0.6496344
34267,0.41624644,0.58001584
34268,0.15333435,0.2398388
34269,0.14859535,0.25553504
34270,0.18734552,0.46785444
34271,0.17070384,0.5061794
34272,0.19188787,0.22502707
34273,0.21707517,0.5111562
34274,0.12382959,0.31520626
34275,0.35327473,0.66520965
34276,0.3149184,0.54539573
34277,0.28022912,0.7040361
34278,0.26231575,0.3397853
34279,0.15720102,0.25653666
34280,0.07452718,0.22644886
34281,0.2516357,0.35340822
34282,0.23136698,0.5299994
34283,0.4119999,0.74240893
34284,0.22300807,0.54603106
34285,0.13291089,0.29530275
34286,0.20700178,0.46105608
34287,0.2756758,0.32001415
34288,0.3430383,0.7146765
34289,0.14566356,0.33388183
34290,0.48429996,0.8576439
34291,0.18500642,0.57829344
34292,0.16674316,0.3551419
34293,0.25128797,0.48416027
34294,0.108181596,0.29533076
34295,0.18160102,0.4598866
34296,0.18628724,0.439423
34297,0.44324028,0.80344313
34298,0.15514185,0.53737193
34299,0.059279546,0.071738146
34300,0.24361524,0.26321098
34301,0.27753207,0.54710835
34302,0.16053994,0.5824285
34303,0.15381092,0.48327997
34304,0.14656642,0.27351916
34305,0.12819394,0.18045957
34306,0.2867253,0.51643467
34307,0.18143371,0.27486768
34308,0.09720951,0.266209
34309,0.16051988,0.32984275
34310,0.13724084,0.24363153
34311,0.13894598,0.4527405
34312,0.15773687,0.29241982
34313,0.31492233,0.6719974
34314,0.16172457,0.27174535
34315,0.18220203,0.36148775
34316,0.48448488,0.88968515
34317,0.13055696,0.7657019
34318,0.23722354,0.6221135
34319,0.21451402,0.59079975
34320,0.1825688,0.6101614
34321,0.18607187,0.378048
34322,0.25593004,0.49617302
34323,0.17172146,0.30259553
34324,0.3929048,0.61395496
34325,0.12306208,0.42351726
34326,0.16936862,0.33599102
34327,0.35007396,0.820683
34328,0.16763312,0.32532722
34329,0.20964482,0.6743547
34330,0.35964096,0.7607352
34331,0.2748023,0.30701697
34332,0.2951236,0.3966527
34333,0.13329889,0.31233633
34334,0.30402106,0.40443793
34335,0.07558428,0.09682039
34336,0.120385304,0.24428071
34337,0.2769136,0.35699114
34338,0.5035304,0.8883624
34339,0.135989,0.2503373
34340,0.18323301,0.5116908
34341,0.21231015,0.4509928
34342,0.27321327,0.5936517
34343,0.16195582,0.23730862
34344,0.23043084,0.67883885
34345,0.16965944,0.21944673
34346,0.17884232,0.2633206
34347,0.2099654,0.44217604
34348,0.18692768,0.70857537
34349,0.3198761,0.7377179
34350,0.19368689,0.35350063
34351,0.11050946,0.169144
34352,0.21613784,0.5400599
34353,0.1538234,0.23225428
34354,0.24066116,0.35912836
34355,0.28982803,0.6648292
34356,0.32333365,0.45274013
34357,0.3471374,0.78317803
34358,0.18262428,0.51302224
34359,0.1123657,0.23781756
34360,0.16113704,0.5761388
34361,0.12786826,0.4676118
34362,0.1685165,0.35863757
34363,0.33536917,0.71667624
34364,0.25170314,0.6377367
34365,0.37396917,0.74005055
34366,0.21712719,0.659851
34367,0.19795334,0.21902262
34368,0.14358725,0.33139172
34369,0.17560361,0.60460025
34370,0.15167679,0.3832878
34371,0.12882249,0.5027338
34372,0.0884849,0.2661017
34373,0.14810774,0.3861668
34374,0.16734444,0.67049193
34375,0.17042059,0.46216223
34376,0.17289332,0.52619183
34377,0.24851382,0.48568708
34378,0.12775958,0.8085912
34379,0.17120987,0.59217495
34380,0.18880884,0.4759106
34381,0.17608215,0.59690875
34382,0.2881958,0.72326845
34383,0.12733136,0.28806534
34384,0.22708227,0.64710635
34385,0.2097334,0.74366415
34386,0.31519797,0.7073582
34387,0.14039622,0.3008819
34388,0.22086032,0.59935397
34389,0.34005475,0.68539876
34390,0.3986707,0.8963612
34391,0.16923651,0.41060835
34392,0.18247467,0.3603523
34393,0.0994167,0.4006265
34394,0.087396756,0.14281487
34395,0.19770522,0.2539116
34396,0.16992262,0.5083576
34397,0.16062091,0.21474577
34398,0.31566533,0.47314686
34399,0.11726921,0.40934917
34400,0.5727285,0.80855066
34401,0.2467858,0.22754689
34402,0.15680207,0.2545936
34403,0.19130673,0.5307621
34404,0.14155932,0.66916597
34405,0.098074794,0.21145855
34406,0.48241144,0.76350635
34407,0.3743839,0.647064
34408,0.17135169,0.44367757
34409,0.12001707,0.5449827
34410,0.22591561,0.69188225
34411,0.16778658,0.27507314
34412,0.19182232,0.41989562
34413,0.06048193,0.19057769
34414,0.5494617,0.84332573
34415,0.15108418,0.35514143
34416,0.22821675,0.40752614
34417,0.16843694,0.57773715
34418,0.21710804,0.5180939
34419,0.17652787,0.38421547
34420,0.14902966,0.32677644
34421,0.2638853,0.6388428
34422,0.08815704,0.17445515
34423,0.23843324,0.5002486
34424,0.20201857,0.82442653
34425,0.11783283,0.13335712
34426,0.08982284,0.080363534
34427,0.44420555,0.7197656
34428,0.16612375,0.40897194
34429,0.16644154,0.42864063
34430,0.32431567,0.52015734
34431,0.16295606,0.6346818
34432,0.14032786,0.30540007
34433,0.32286587,0.73716
34434,0.43646348,0.7471984
34435,0.3227555,0.63554597
34436,0.2655552,0.77064705
34437,0.09457769,0.13478303
34438,0.18610342,0.49266312
34439,0.13476865,0.27708068
34440,0.18065499,0.38120693
34441,0.16142178,0.31764883
34442,0.12742321,0.4857291
34443,0.15152293,0.23996325
34444,0.17993303,0.39242998
34445,0.06901421,0.05631796
34446,0.11397059,0.18628763
34447,0.1949865,0.58747995
34448,0.18533897,0.25738043
34449,0.12800483,0.34485337
34450,0.31879297,0.67317677
34451,0.16533153,0.3301443
34452,0.42667422,0.6905168
34453,0.22012436,0.5684841
34454,0.2031138,0.43074238
34455,0.28273195,0.36265412
34456,0.20281884,0.5074604
34457,0.3317441,0.6979147
34458,0.1902703,0.4677008
34459,0.16604179,0.48210606
34460,0.22662365,0.42959437
34461,0.206078,0.26229575
34462,0.12701702,0.26018912
34463,0.26420742,0.59791476
34464,0.11784139,0.2507127
34465,0.082105465,0.17755742
34466,0.108106,0.1816976
34467,0.29011586,0.7317932
34468,0.41226098,0.82033587
34469,0.26064184,0.29023695
34470,0.40043586,0.817467
34471,0.11756879,0.21387406
34472,0.4501969,0.8275913
34473,0.12719116,0.39197713
34474,0.117095724,0.6068146
34475,0.1209463,0.21702133
34476,0.2708433,0.7965787
34477,0.26695013,0.3763988
34478,0.19649267,0.59847987
34479,0.110260546,0.15721862
34480,0.15802237,0.326123
34481,0.21670376,0.59554064
34482,0.27690518,0.5593395
34483,0.2922568,0.6179574
34484,0.1432253,0.20264111
34485,0.2945269,0.6832598
34486,0.18163489,0.32607588
34487,0.15721548,0.25202423
34488,0.1728252,0.6451897
34489,0.15700638,0.25632173
34490,0.2062016,0.67794275
34491,0.15522754,0.4811401
34492,0.16514426,0.30118904
34493,0.14370275,0.5087189
34494,0.2901271,0.5385416
34495,0.1643194,0.45928907
34496,0.3063642,0.44331047
34497,0.2774616,0.6262505
34498,0.1401021,0.2864195
34499,0.16753538,0.548784
34500,0.15878886,0.61081815
34501,0.36447805,0.7216356
34502,0.15224162,0.3170824
34503,0.18226539,0.40081614
34504,0.19824897,0.35747263
34505,0.16458929,0.24039896
34506,0.1431431,0.2048854
34507,0.14298181,0.22225733
34508,0.17995968,0.71818596
34509,0.28058577,0.41579816
34510,0.1455356,0.63819313
34511,0.12983488,0.20357697
34512,0.12450706,0.40934825
34513,0.23705745,0.83021903
34514,0.12578262,0.5970647
34515,0.16349235,0.34121034
34516,0.23983376,0.60840476
34517,0.19278586,0.36956063
34518,0.13236451,0.31157127
34519,0.15691324,0.29844534
34520,0.15954609,0.46920854
34521,0.31497133,0.58152604
34522,0.2474766,0.6787532
34523,0.17310661,0.3136363
34524,0.3475925,0.8149157
34525,0.13999929,0.1982643
34526,0.25785452,0.3134945
34527,0.116863385,0.330744
34528,0.20685439,0.15170114
34529,0.2760571,0.62403804
34530,0.22510111,0.45253634
34531,0.13666971,0.4023767
34532,0.13267449,0.19159417
34533,0.20354936,0.7791569
34534,0.15976715,0.35426316
34535,0.1738897,0.33884576
34536,0.2266046,0.663635
34537,0.1531007,0.24415724
34538,0.29212242,0.57272094
34539,0.14518408,0.36052462
34540,0.13361731,0.5622268
34541,0.23005585,0.5160419
34542,0.390168,0.5211103
34543,0.1790854,0.43085042
34544,0.13237134,0.22306415
34545,0.31695452,0.8245825
34546,0.20946483,0.36294872
34547,0.21710232,0.6478973
34548,0.1858718,0.48113889
34549,0.1549895,0.27662736
34550,0.17133453,0.4944361
34551,0.25807306,0.6449054
34552,0.13813734,0.13232438
34553,0.5074562,0.81390285
34554,0.22160482,0.2785444
34555,0.14477333,0.23577349
34556,0.14038007,0.46673778
34557,0.30021834,0.61891866
34558,0.27016565,0.6176372
34559,0.105237424,0.14419343
34560,0.15040359,0.28488708
34561,0.15545431,0.28212306
34562,0.12624778,0.19895357
34563,0.1065987,0.26779875
34564,0.24960725,0.82390696
34565,0.30264917,0.54706424
34566,0.15581022,0.76999754
34567,0.19848436,0.21771139
34568,0.15927157,0.25197992
34569,0.19578777,0.54689175
34570,0.2380434,0.5636162
34571,0.38975713,0.7849659
34572,0.20774741,0.5527692
34573,0.15238412,0.29858884
34574,0.16456237,0.33437318
34575,0.20550424,0.48318788
34576,0.27232948,0.3750947
34577,0.20388098,0.77308905
34578,0.2634921,0.66996056
34579,0.22056508,0.4066115
34580,0.11154012,0.13729587
34581,0.06527677,0.10220707
34582,0.19122928,0.44171205
34583,0.19954987,0.7344846
34584,0.1991136,0.4567026
34585,0.15291537,0.22513667
34586,0.094413675,0.15482731
34587,0.35250214,0.68941605
34588,0.17216039,0.64222187
34589,0.28693017,0.78244853
34590,0.5006681,0.80158013
34591,0.15055759,0.2406384
34592,0.2818617,0.752908
34593,0.30142084,0.3805743
34594,0.17159817,0.2792187
34595,0.19554377,0.39108336
34596,0.3585695,0.6273984
34597,0.22298455,0.4279185
34598,0.17874864,0.25785473
34599,0.37757084,0.6641272
34600,0.27184796,0.65948933
34601,0.20415668,0.42728215
34602,0.16425973,0.3889098
34603,0.13727103,0.17853074
34604,0.14537033,0.48681948
34605,0.19078714,0.4544817
34606,0.16208532,0.30413422
34607,0.25790974,0.67575336
34608,0.26788196,0.7234587
34609,0.103004426,0.35758102
34610,0.071047604,0.07884716
34611,0.14832419,0.23233847
34612,0.14678885,0.13955155
34613,0.1721448,0.2557331
34614,0.38430846,0.7516068
34615,0.13576771,0.29081044
34616,0.2828604,0.5437597
34617,0.08363646,0.07879897
34618,0.21968001,0.5495498
34619,0.14027195,0.19022563
34620,0.3096616,0.57485914
34621,0.22190288,0.578838
34622,0.16811445,0.37015852
34623,0.6309915,0.86894065
34624,0.27304456,0.44864854
34625,0.4470999,0.69969046
34626,0.3610822,0.65328586
34627,0.15594448,0.08982797
34628,0.24425997,0.720906
34629,0.056421973,0.13199535
34630,0.1430512,0.28255695
34631,0.14535399,0.693048
34632,0.12705293,0.22514133
34633,0.25139657,0.39724368
34634,0.18710668,0.48279187
34635,0.1808147,0.30744687
34636,0.3863308,0.56941086
34637,0.16243689,0.33378345
34638,0.38547918,0.685179
34639,0.1602365,0.2513204
34640,0.14505512,0.454917
34641,0.21265951,0.2585412
34642,0.118924245,0.5679056
34643,0.5035625,0.7986885
34644,0.2457437,0.49443698
34645,0.12838642,0.27405992
34646,0.18834755,0.4225367
34647,0.45516565,0.5817726
34648,0.16011375,0.38141644
34649,0.101581,0.23645441
34650,0.2930496,0.57152456
34651,0.37986007,0.4999434
34652,0.19341463,0.3504708
34653,0.3591355,0.7645042
34654,0.2782764,0.61573446
34655,0.19163029,0.3056425
34656,0.1945953,0.41674227
34657,0.29245475,0.7618845
34658,0.10944066,0.20486005
34659,0.19861157,0.37357378
34660,0.18567708,0.6222407
34661,0.16071531,0.4332202
34662,0.2572182,0.5548545
34663,0.319505,0.5953367
34664,0.1987297,0.6793342
34665,0.1485145,0.21892963
34666,0.15991145,0.34433138
34667,0.15201992,0.30594522
34668,0.19193058,0.7149433
34669,0.1756048,0.37964854
34670,0.39712304,0.6729829
34671,0.20901422,0.71150625
34672,0.25428462,0.5534431
34673,0.30876225,0.58007663
34674,0.1358007,0.19539444
34675,0.4794545,0.837916
34676,0.39602205,0.7872259
34677,0.2221489,0.3846332
34678,0.24879277,0.88581914
34679,0.33556744,0.6075353
34680,0.2624786,0.65798205
34681,0.088386476,0.10901325
34682,0.34950888,0.54334176
34683,0.35555112,0.68326885
34684,0.1487912,0.20750368
34685,0.21567513,0.41194835
34686,0.14053236,0.4335458
34687,0.25403288,0.5668589
34688,0.11946276,0.48754355
34689,0.40573403,0.36742565
34690,0.39277422,0.61831474
34691,0.18491845,0.47955936
34692,0.42326584,0.7627866
34693,0.12783746,0.13747531
34694,0.17861685,0.5085232
34695,0.13147107,0.3057457
34696,0.22441229,0.80705744
34697,0.16500093,0.28823867
34698,0.3265346,0.39470005
34699,0.089022,0.339069
34700,0.21235113,0.38004968
34701,0.11668216,0.40129837
34702,0.13222715,0.34440497
34703,0.12681334,0.15760878
34704,0.14790201,0.53352714
34705,0.3184751,0.8262852
34706,0.268022,0.6694397
34707,0.10080906,0.19483021
34708,0.14199726,0.33900392
34709,0.092860736,0.18280913
34710,0.11077448,0.09492953
34711,0.4605641,0.81056494
34712,0.24469829,0.5790772
34713,0.1250218,0.23367055
34714,0.1777812,0.19294818
34715,0.122949176,0.28794625
34716,0.24307327,0.58446884
34717,0.10839399,0.42110056
34718,0.18098015,0.3338763
34719,0.10448689,0.6151433
34720,0.24209721,0.52331305
34721,0.105531216,0.25058925
34722,0.15357374,0.21923274
34723,0.18183449,0.19133043
34724,0.40586308,0.617918
